"drug";"Антибактериальный препарат";"ЭНРОКСИЛ® ТАБЛЕТКИ СО ВКУСОМ МЯСА (ENROXIL® TABLETS WITH MEAT FLAVOUR) таб. 50 мг"
"drug";"Антибактериальный препарат";"ЭНРОКСИЛ® ТАБЛЕТКИ СО ВКУСОМ МЯСА (ENROXIL® TABLETS WITH MEAT FLAVOUR) таб. 150 мг"
"drug";"Противомикробный препарат";"ЭкоСайд Адванс (ECOCID ADVANCED)"
"drug";"Антибактериальный препарат";"ФЛУБАКТИН® (FLUBACTIN®)"
"drug";"Инсектоакарицидный препарат";"ФИПРИСТ® СПРЕЙ (FYPRYST® SPRAY) раствор д/наружного применения"
"drug";"Комплексный антибактериальный препарат";"ТРИСУЛЬФОН® (TRISULFON®)"
"drug";"Комбинированный антибактериальный препарат";"ТРИСУЛЬФОН® СУСПЕНЗИЯ ДЛЯ ОРАЛЬНОГО ПРИМЕНЕНИЯ (TRISULFON® ORAL SUSPENSION)"
"drug";"Комплекс витаминов";"СОЛВИМИН® СЕЛЕН (SOLVIMIN® SELEN)"
"drug";"НПВС";"РИКАРФА® (RYCARFA) раствор д/инъекций"
"drug";"Комбинированный антигельминтный препарат";"МИЛПРАЗОН® ТАБЛЕТКИ ДЛЯ СОБАК (MILPRAZON® TABLETS FOR DOGS) 2.5+25 мг"
"drug";"Комбинированный антигельминтный препарат";"МИЛПРАЗОН® ТАБЛЕТКИ ДЛЯ СОБАК (MILPRAZON® TABLETS FOR DOGS) 12.5+125 мг"
"drug";"Комбинированный антигельминтный препарат";"МИЛПРАЗОН® ТАБЛЕТКИ ДЛЯ КОШЕК (MILPRAZON® TABLETS FOR CATS) 4+10 мг"
"drug";"Комбинированный антигельминтный препарат";"МИЛПРАЗОН® ТАБЛЕТКИ ДЛЯ КОШЕК (MILPRAZON® TABLETS FOR CATS) 16+40 мг"
"drug";"Антикокцидийное средство";"КОКЦИСАН 120Г ГРАНУЛЯТ (KOKCISAN 120G GRANULATE)"
"drug";"Препарат, влияющий на обмен кальция, фосфора и магния";"КАЛЬФОСЕТ® (CALFOSET®) раствор д/инъекций"
"drug";"Антибиотик";"ГИРАКСА® (GIRAXA®)"
"drug";"Антибактериальный препарат";"ФЛОРОН® 4% (FLORON® 4%)"
"drug";"Комбинированный антибактериальный препарат";"ЭГОЦИН 155 (EGOCIN 155)"
"drug";"Антибактериальный препарат";"ЭНРОКСИЛ® 10% РАСТВОР ДЛЯ ИНЪЕКЦИЙ (ENROXIL® 10% SOLUTIO PRO INJECTIONIBUS) раствор д/инъекций"
"drug";"Антибактериальный препарат";"ЭНРОКСИЛ® 10% РАСТВОР ДЛЯ ПЕРОРАЛЬНОГО ПРИМЕНЕНИЯ (ENROXIL® 10% SOLUTIO PER USUM ORAL) раствор д/перорального применения"
"drug";"Антибактериальный препарат";"ЭНРОКСИЛ® 5% ПОРОШОК (ENROXIL® 5% POWDER)"
"drug";"Антибактериальный препарат";"ЭНРОКСИЛ® 5% РАСТВОР ДЛЯ ИНЪЕКЦИЙ (ENROXIL® 5% SOLUTIO PRO INJECTIONIBUS) раствор д/инъекций"
"drug";"Антибактериальный препарат";"ФЛОРОН® 30% (FLORON® 30%) раствор д/инъекций"
"drug";"Антибактериальный препарат";"ФЛОРОН® 10% (FLORON® 10%)"
"drug";"Антибактериальный препарат";"ФЛОРОН® 2% ПОРОШОК (FLORON® 2% POWDER)"
"drug";"Антибактериальный препарат";"ЭГОЦИН® 20 ПОРОШОК (EGOCIN® 20 POWDER)"
"drug";"Антибактериальный препарат";"ЭГОЦИН® L.A. (EGOCIN® L.A.) раствор д/инъекций"
"drug";"Антибактериальный препарат";"ФЛУБАКТИН® 10% (FLUBACTIN® 10%)"
"drug";"Противогельминтный препарат";"ФЛИМАБЕНД (FLIMABEND)"
"drug";"Инсектоакарицидный препарат";"ФИПРИСТ® СПОТ ОН (FYPRYST® SPOT ON) раствор д/наружного применения"
"drug";"Антибактериальный препарат";"ЭНРОКСИЛ® МАКС (ENROXIL® MAX) раствор д/инъекций"
"drug";"Антибактериальный препарат";"ГЕНТАМИЦИН ПОРОШОК (GENTAMICIN PULVIS)"
"drug";"Антибактериальный препарат";"ТИАВАЛТ® (TYAWALT®)"
"drug";"НПВС";"РИКАРФА® ТАБЛЕТКИ СО ВКУСОМ МЯСА (RYCARFA® TABLETS WITH MEAT FLAVOUR) 20 мг"
"drug";"НПВС";"РИКАРФА® ТАБЛЕТКИ СО ВКУСОМ МЯСА (RYCARFA® TABLETS WITH MEAT FLAVOUR) 50 мг"
"drug";"НПВС";"РИКАРФА® ТАБЛЕТКИ СО ВКУСОМ МЯСА (RYCARFA® TABLETS WITH MEAT FLAVOUR) 100 мг"
"drug";"Антибактериальный препарат ";"МИЗОКСИН (MISOXIN)"
"drug";"Антибактериальный препарат";"МАРФЛОКСИН® 10% РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MARFLOXIN® 10% SOLUTION FOR INJECTION) раствор д/инъекций"
"drug";"Антибактериальный препарат";"МАРФЛОКСИН® 2% РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MARFLOXIN® 2% SOLUTION FOR INJECTION) раствор д/инъекций"
"drug";"Антибактериальный препарат";"МАРФЛОКСИН® ТАБЛЕТКИ (MARFLOXIN® TABLETS) 5 мг"
"drug";"Антибактериальный препарат";"МАРФЛОКСИН® ТАБЛЕТКИ (MARFLOXIN® TABLETS) 20 мг"
"drug";"Антибактериальный препарат";"МАРФЛОКСИН® ТАБЛЕТКИ (MARFLOXIN® TABLETS) 80 мг"
"drug";"Антибактериальный препарат";"АМАТИБ 80% ВОДОРАСТВОРИМЫЙ ПОРОШОК (AMATIB 80% WATER SOLUBLE POWDER)"
"drug";"Комбинированный противогельминтный препарат";"ДЕХИНЕЛ® ПЛЮС (DEHINEL® PLUS)"
"drug";"Комбинированный противогельминтный препарат";"ДЕХИНЕЛ® ПЛЮС ТАБЛЕТКИ СО ВКУСОМ МЯСА (DEHINEL® PLUS TABLETS WITH MEAT FLAVOUR)"
"drug";"Антикокцидийный препарат";"ТОЛТАРОКС® (TOLTAROX®)"
"drug";"Кормовая добавка";"ЛАВЕТА СУПЕР ДЛЯ СОБАК (LAVETA SUPER FOR DOG) жидкость"
"drug";"Дезинфицирующее средство";"ЭКОЦИД С (ECOCID S)"
"drug";"Дезинфицирующее средство";"ЭКОЦИД (ECOCID)"
"drug";"Инсектоакарицидный препарат";"КАПЛИ VERMICON LINE-ON-IMMOSHIELD ОТ ПАРАЗИТОВ (ANTIPARASITIC DROPS VERMICON LINE-ON-IMMOSHIELD) капли"
"drug";"Препарат для лечения заболеваний ЖКТ";"ЛАКТИС ЗОО (LACTIS ZOO) жидкость"
"vaccine";"Вакцина против инфекционного энцефаломиелита и оспы";"ВОЛЬВАК® AE+FP MLV (VOLVAC® AE+FP MLV) лиофилизат д/пригот. р-ра д/инъекций"
"vaccine";"Профилактическая вакцина";"ЭНТЕРИЗОЛ® ИЛЕИТИС (ENTERISOL® ILEITIS)"
"drug";"Кардиотоническое средство";"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 1.25 мг"
"drug";"Кардиотоническое средство";"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 2.5 мг"
"drug";"Кардиотоническое средство";"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 5 мг"
"drug";"Кардиотоническое средство";"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 10 мг"
"drug";"Кардиотоническое средство";"ВЕТМЕДИН® (VETMEDIN®) 1.25 мг"
"drug";"Кардиотоническое средство";"ВЕТМЕДИН® (VETMEDIN®) 2.5 мг"
"drug";"Кардиотоническое средство";"ВЕТМЕДИН® (VETMEDIN®) 5 мг"
"drug";"Кормовая добавка";"ХЕЛАВИТ С (HELAVIT C) раствор"
"drug";"Препарат, регулирующий метаболические процессы";"ХЕЛАВИТ РАСТВОР ДЛЯ ИНЪЕКЦИЙ (HELAVITUM SOLUTION PRO INJECTIONIBUS) раствор д/инъекций"
"drug";"Кормовая добавка";"ХЕЛАВИТ В (HELAVIT B) раствор"
"drug";"Кормовая добавка";"ХЕЛАВИТ А (HELAVIT A) раствор"
"drug";"Инсектоакарицидное средство";"БЕАФАР ОШЕЙНИК ИНСЕКТОАКАРИЦИДНЫЙ ДЛЯ КОШЕК (BEAPHAR FLEA & TICK COLLAR FOR CAT)"
"drug";"Инсектоакарицидное средство";"БЕАФАР ОШЕЙНИК ИНСЕКТОАКАРИЦИДНЫЙ ДЛЯ СОБАК (BEAPHAR FLEA & TICK COLLAR FOR DOG)"
"drug";"Инсектоакарицидное средство";"БЕАФАР ОШЕЙНИК ИНСЕКТОАКАРИЦИДНЫЙ ДЛЯ СОБАК И КОШЕК С.О.С. (BEAPHAR FLEA & TICK COLLAR FOR DOG AND CAT S.O.S.)"
"drug";"Антибактериальный препарат";"ЭНРОМАГ® (ENROMAG) раствор д/инъекций 50 мг"
"drug";"Антибактериальный препарат";"ЭНРОМАГ® (ENROMAG) раствор д/инъекций 100 мг"
"drug";"Антисептический препарат";"ЭНДОМЕТРАМАГ-БИО® (ENDOMETRAMAG-BIO)"
"drug";"Антибактериальный препарат";"ЦИПРОМАГ®-О (CIPROMAG-O)"
"drug";"Антибиотик";"ЦЕФТИМАГ® (CEFTIMAG) сусп. д/инъекций"
"drug";"Гормональный препарат";"ФОЛЛИМАГ® (FOLLIMAG) лиофилизат д/пригот. р-ра д/инъекций 500"
"drug";"Гормональный препарат";"ФОЛЛИМАГ® (FOLLIMAG) лиофилизат д/пригот. р-ра д/инъекций 1000"
"drug";"Комплексный антибактериальный препарат";"СУПРИМИЦИН® (SUPRIMYCIN) раствор д/инъекций"
"drug";"Антибактериальный препарат";"ПНЕВМОСТОП® (PNEUMOSTOP) раствор д/инъекций"
"drug";"Гормональный препарат";"ПИГУЛИН® (PIGULIN®) 1 доза"
"drug";"Гормональный препарат";"ПИГУЛИН® (PIGULIN®) 5 доз"
"drug";"Противовирусный препарат";"МИКСОФЕРОН® РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MIXOFERON® SOLUTIO PRO INJECTIONIBUS) раствор д/инъекций 5 доз"
"drug";"Противовирусный препарат";"МИКСОФЕРОН® РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MIXOFERON® SOLUTIO PRO INJECTIONIBUS) раствор д/инъекций 10 доз"
"drug";"Комбинированный антибактериальный препарат";"МЕТРАМАГ® (METRAMAG) раствор д/инъекций"
"drug";"Гормональный препарат";"МАГЭСТРОФАН® (MAGESTROFAN) раствор д/инъекций"
"drug";"Антибактериальный препарат";"МАГКОЛИСТИН® (MAGCOLISTIN) раствор д/перорального применения"
"drug";"Комплексный антибактериальный препарат";"КОМУЛИН (COMULIN) раствор д/инъекций"
"drug";"Бактериостатический антибиотик";"ДОКСИМАГ®-О (DOXYMAG-O)"
"drug";"Комплексный антибактериальный препарат";"БРОМКОЛИН®-О (BROMCOLIN-O) раствор д/перорального применения"
"drug";"Комбинированный антибактериальный препарат";"БАКТИМАГ-О® (BACTIMAG-O) раствор д/перорального применения"
"drug";"Комплексный антибактериальный препарат";"АЦИЛОМАГ® (ACILOMAG) сусп. д/инъекций"
"drug";"Антибактериальный препарат";"АМОКСИМАГ® (AMOXIMAG) сусп. д/инъекций"
"drug";"Антисептическое средство";"АРГУМИСТИН® (ARGUMISTIN®) раствор д/приема внутрь и местного применения 0.001%"
"drug";"Антисептическое средство";"АРГУМИСТИН® (ARGUMISTIN®) раствор д/приема внутрь и местного применения 0.005%"
"drug";"Гомеопатический препарат";"ЭЛЬВИТА-УДИВИТ (ALVITA-UDIVIT)"
"drug";"Диагностический препарат";"СОМАТИК-ЭКСПЕРТ (SOMATIC-EXPERT)"
"drug";"Инсектицидный препарат";"ЦИФЛОН (CIFLON) раствор д/наружного применения"
"drug";"НПВС";"ФЛУКСИРОЛ (FLUXIROL) раствор д/инъекций"
"drug";"Комбинированный препарат для профилактики и лечения гиповитаминозов";"ТЕТРАВИТФЕРОН-Б (TETRAVITFERON-B) раствор д/инъекций"
"drug";"Антибиотик";"УТЕРОФУР (UTEROFUR) сусп. д/инъекций"
"drug";"Антибиотик";"РЕЦЕФУР (RECEFUR) сусп. д/инъекций"
"drug";"Антибактериальный препарат";"ПЕНОЦЕФУР (PENOCEFUR)"
"drug";"Противовирусный препарат";"ИНТЕРФЕРОН СВИНОЙ РЕКОМБИНАНТНЫЙ (RECOMBINANT PORCINE INTERFERON) раствор д/инъекций"
"drug";"Противовирусный препарат";"ИНТЕРФЕРОН БЫЧИЙ РЕКОМБИНАНТНЫЙ (RECOMBINANT BOVINE INTERFERON) раствор д/инъекций"
"drug";"Противопаразитарный препарат";"ДЕКТОМЕКТИН (DECTOMECTIN) раствор д/инъекций"
"drug";"Противовирусный препарат";"ФЕЛИФЕРОН® РАСТВОР ДЛЯ ИНЪЕКЦИЙ (SOLUTIO FELIFERONI PRO INJECTIONIBUS) раствор д/инъекций"
"drug";"Комплекс витаминов";"БЕЛКОХЕЛП (BELKOHELP) порошок: , 0.01 %, 0.1 %, 0.17 %, 0.3 %"
"drug";"Кормовая добавка";"БЕЛКОХЕЛП (BELKOHELP) порошок: 0.01 %, 0.1 %, 0.17 %, 93.5 %"
"drug";"Кормовая добавка";"8 В 1 ЭКСЕЛЬ ДЕТЕР (8 IN 1 EXCEL DETER) таб."
"drug";"НПВП";"МЕТАКАМ® (METACAM®) раствор д/инъекций"
"drug";"Буферная смесь";"КУСТОВАК® D (CUSTOVAC® D)"
"vaccine";"Вакцина против болезни Ауески";"ИНГЕЛЬВАК® АУЕСКИ MLV (INGELVAC® AUJESZKY MLV)"
"vaccine";"Вакцина против гемофилезного полисерозита (болезни Глессера)";"ИНГЕЛЬВАК® HP-1 (INGELVAC® HP-1)"
"vaccine";"Вакцина против актинобациллезной плевропневмонии";"ИНГЕЛЬВАК® APPX (INGELVAC® APPX)"
"vaccine";"Профилактическая вакцина";"ИНГЕЛЬВАК ЦиркоФЛЕКС® (INGELVAC CircoFLEX®)"
"vaccine";"Вакцина против микоплазменной инфекции";"ИНГЕЛЬВАК МикоФЛЕКС® (INGELVAC MycoFLEX®)"
"vaccine";"Вакцина против инфекционного ринита, болезни Ньюкасла, инфекционного бронхита";"ВОЛЬВАК® АС Плюс+ND+IB+EDS KV (VOLVAC® AC Plus+ND+IB+EDS KV)"
"vaccine";"Профилактическая вакцина";"ВОЛЬВАК® АС Плюс (VOLVAC® AC Plus)"
"vaccine";"Профилактическая вакцина";"ВОЛЬВАК® ND+IB+EDS KV (VOLVAC® ND+IB+EDS KV)"
"vaccine";"Профилактическая вакцина";"ВОЛЬВАК® ND LaSota MLV (VOLVAC® ND LaSota MLV)"
"vaccine";"Профилактическая вакцина";"ВОЛЬВАК® ND Conc. KV (VOLVAC® ND Conc. KV)"
"vaccine";"Вакцина против инфекционной бурсальной болезни";"ВОЛЬВАК® IBD MLV (VOLVAC® IBD MLV)"
"vaccine";"Профилактическая вакцина";"ВОЛЬВАК® IB Mass MLV (VOLVAC® IB Mass MLV)"
"drug";"Кормовая добавка";"8 В 1 ЭКСЕЛЬ ПИВНЫЕ ДРОЖЖИ (8 IN 1® EXCEL® BREWER'S YEAST) таб. 0.4 мг"
"drug";"Кормовая добавка";"8 В 1 ЭКСЕЛЬ ПИВНЫЕ ДРОЖЖИ (8 IN 1® EXCEL® BREWER'S YEAST) таб. 2.1 мг"
"drug";"Кормовая добавка";"8 В 1 ЭКСЕЛЬ МУЛЬТИВИТАМИНЫ ДЛЯ СОБАК МЕЛКИХ ПОРОД (8 IN 1® EXCEL® MULTI VITAMIN - SMALL BREED) таб."
"drug";"Кормовая добавка";"8 В 1 ЭКСЕЛЬ МОБАЙЛ ФЛЕКС ПЛЮС (8 IN 1® EXCEL® MOBILE FLEX(+))"
"drug";"Кормовая добавка";"8 В 1 ЭКСЕЛЬ КАЛЬЦИЙ (8 IN 1® EXCEL® CALCIUM) таб."
"drug";"Кормовая добавка";"8 В 1 ЭКСЕЛЬ ГЛЮКОЗАМИН+МСМ (8 IN 1 EXCEL GLUCOSAMINE+MSM) таб."
"drug";"Кормовая добавка";"8 В 1 ЭКСЕЛЬ ГЛЮКОЗАМИН (8 IN 1 EXCEL GLUCOSAMINE) таб."
"drug";"Антисептическое средство";"БИОСЕПТИН (BIOSEPTIN)"
"drug";"Препарат для лечения заболеваний ЖКТ";"ВЕТОМ 4 (VETOM 4)"
"drug";"Препарат для лечения заболеваний ЖКТ";"ВЕТОМ 3 (VETOM 3)"
"drug";"Препарат для лечения заболеваний ЖКТ";"ВЕТОМ 2 (VETOM 2)"
"drug";"Препарат для лечения заболеваний ЖКТ";"ВЕТОМ 1.1 (VETOM 1.1)"
"drug";"Иммуностимулирующий препарат";"ГЛИКОПИН® (GLIKOPIN®) таб."
"drug";"Иммуномодулирующий препарат";"ФОРВЕТ® (FORVET) раствор д/инъекций"
"drug";"Иммуностимулирующий препарат";"АСД фракция 2 (ASD fraction 2)"
"drug";"Препарат для лечения заболеваний ЖКТ";"ВЕЛЕС 6.59 (VELES 6.59)"
"drug";"Ингибитор АПФ";"ФОРТЕКОР® ТАБЛЕТКИ (FORTEKOR® TABLETS) таб. 5 мг"
"drug";"Ингибитор АПФ";"ФОРТЕКОР® ТАБЛЕТКИ (FORTEKOR® TABLETS) таб. 20 мг"
"drug";"Инсектоакарицидный препарат";"ПРАК-ТИК® (PRAC-TIC®) раствор д/наружного применения"
"drug";"Иммуномодулирующий препарат";"ИММУНОФАН® (IMMUNOFAN) раствор д/инъекций"
