20,,,Клинические признаки,необязательное
20,,,Рекомендации,необязательное
20,,,Симптомы,необязательное
21,Удаление иксодовых клещей,Груминг,Анамнез,необязательное
21,,,Дата заболевания,необязательное
21,,,Клинические признаки,необязательное
21,,,Рекомендации,необязательное
21,,,Симптомы,необязательное
22,Санация ушных раковин,Груминг,Анамнез,необязательное
22,,,Дата заболевания,необязательное
22,,,Клинические признаки,необязательное
22,,,Рекомендации,необязательное
22,,,Симптомы,необязательное
23,Очистка параанальных желез,Груминг,Анамнез,необязательное
23,,,Дата заболевания,необязательное
23,,,Клинические признаки,необязательное
23,,,Рекомендации,необязательное
23,,,Симптомы,необязательное
24,Промывание параанальных желез,Груминг,Анамнез,необязательное
24,,,Дата заболевания,необязательное
24,,,Клинические признаки,необязательное
24,,,Рекомендации,необязательное
24,,,Симптомы,необязательное
25,Очистительная клизма,Терапия,Анамнез,необязательное
25,,,Дата заболевания,необязательное
25,,,Заключительный диагноз,необязательное
25,,,Клинические признаки,необязательное
25,,,Предварительный диагноз,необязательное
25,,,Рекомендации,необязательное
25,,,Симптомы,необязательное
25,,,Схема лечения,необязательное
27,Взятие проб крови из вены,Лабораторные исследования,Анамнез,необязательное
27,,,Дата заболевания,необязательное
27,,,Заключение,необязательное
27,,,Клинические признаки,необязательное
28,Взятие проб крови из капилляра,Лабораторные исследования,Анамнез,необязательное
28,,,Дата заболевания,необязательное
28,,,Заключение,необязательное
28,,,Клинические признаки,необязательное
29,Физиопроцедура,Терапия,Анамнез,необязательное
29,,,Дата заболевания,необязательное
29,,,Заключительный диагноз,необязательное
29,,,Клинические признаки,необязательное
29,,,Предварительный диагноз,необязательное
29,,,Рекомендации,необязательное
29,,,Симптомы,необязательное
29,,,Схема лечения,необязательное
30,Оксигенотерапия,Терапия,Анамнез,необязательное
30,,,Дата заболевания,необязательное
30,,,Заключительный диагноз,необязательное
30,,,Клинические признаки,необязательное
30,,,Предварительный диагноз,необязательное
30,,,Рекомендации,необязательное
30,,,Симптомы,необязательное
30,,,Схема лечения,необязательное
31,Взятие мазка отпечатка на цитологический анализ,Лабораторные исследования,Анамнез,необязательное
31,,,Дата заболевания,необязательное
31,,,Заключение,необязательное
31,,,Клинические признаки,необязательное
32,Пункционная биопсия на цитологический анализ,Лабораторные исследования,Анамнез,необязательное
32,,,Дата заболевания,необязательное
32,,,Заключение,необязательное
32,,,Клинические признаки,необязательное
33,"Взятие соскобов, мазков, смывов для диагностических исследований",Лабораторные исследования,Анамнез,необязательное
33,,,Дата заболевания,необязательное
33,,,Заключение,необязательное
33,,,Клинические признаки,необязательное
34,Консилиум ветеринарных специалистов,Терапия,Анамнез,обязательное
34,,,Дата заболевания,обязательное
34,,,Заключительный диагноз,обязательное
34,,,Клинические признаки,обязательное
34,,,Предварительный диагноз,обязательное
34,,,Рекомендации,обязательное
34,,,Симптомы,обязательное
34,,,Схема лечения,обязательное
36,Считывание номера микрочипа (сканирование),Терапия,Анамнез,необязательное
36,,,Дата заболевания,необязательное
36,,,Заключительный диагноз,необязательное
36,,,Клинические признаки,необязательное
36,,,Предварительный диагноз,необязательное
36,,,Рекомендации,необязательное
36,,,Симптомы,необязательное
36,,,Схема лечения,необязательное
38,Обработка против эктопаразитов,Груминг,Анамнез,необязательное
38,,,Дата заболевания,необязательное
38,,,Клинические признаки,необязательное
38,,,Рекомендации,необязательное
38,,,Симптомы,необязательное
39,Удаление мочи путем непрямого массажа брюшной стенки,Терапия,Анамнез,необязательное
39,,,Дата заболевания,необязательное
39,,,Заключительный диагноз,необязательное
39,,,Клинические признаки,необязательное
39,,,Предварительный диагноз,необязательное
39,,,Рекомендации,необязательное
39,,,Симптомы,необязательное
39,,,Схема лечения,необязательное
40,Обработка кожного покрова с санацией (туалетом) раневой поверхности,Терапия,Анамнез,необязательное
40,,,Дата заболевания,необязательное
40,,,Заключительный диагноз,необязательное
40,,,Клинические признаки,необязательное
40,,,Предварительный диагноз,необязательное
40,,,Рекомендации,необязательное
40,,,Симптомы,необязательное
40,,,Схема лечения,необязательное
41,Общий наркоз для проведения оперативных вмешательств и манипуляций а) 1-ой категории сложности,Хирургия,Анамнез,необязательное
41,,,Дата заболевания,необязательное
41,,,Заключительный диагноз,необязательное
41,,,Клинические признаки,необязательное
41,,,Предварительный диагноз,необязательное
41,,,Рекомендации,необязательное
41,,,Симптомы,необязательное
41,,,Схема лечения,необязательное
42,Общий наркоз для проведения оперативных вмешательств и манипуляций б) 2-ой категории сложности,Хирургия,Анамнез,необязательное
42,,,Дата заболевания,необязательное
42,,,Заключительный диагноз,необязательное
42,,,Клинические признаки,необязательное
42,,,Предварительный диагноз,необязательное
42,,,Рекомендации,необязательное
42,,,Симптомы,необязательное
42,,,Схема лечения,необязательное
43,Общий наркоз для проведения оперативных вмешательств и манипуляций в) 3-ей категории сложности,Хирургия,Анамнез,необязательное
43,,,Дата заболевания,необязательное
43,,,Заключительный диагноз,необязательное
43,,,Клинические признаки,необязательное
43,,,Предварительный диагноз,необязательное
43,,,Рекомендации,необязательное
43,,,Симптомы,необязательное
43,,,Схема лечения,необязательное
44,Общий наркоз для проведения оперативных вмешательств и манипуляций г) 4-ой категории сложности,Хирургия,Анамнез,необязательное
44,,,Дата заболевания,необязательное
44,,,Заключительный диагноз,необязательное
44,,,Клинические признаки,необязательное
44,,,Предварительный диагноз,необязательное
44,,,Рекомендации,необязательное
44,,,Симптомы,необязательное
44,,,Схема лечения,необязательное
45,Общий наркоз для проведения оперативных вмешательств и манипуляций д) 5-ой категории сложности,Хирургия,Анамнез,необязательное
45,,,Дата заболевания,необязательное
45,,,Заключительный диагноз,необязательное
45,,,Клинические признаки,необязательное
45,,,Предварительный диагноз,необязательное
45,,,Рекомендации,необязательное
45,,,Симптомы,необязательное
45,,,Схема лечения,необязательное
46,Интубация при введении наркоза для проведения компьютерной томографии,Хирургия,Анамнез,необязательное
46,,,Дата заболевания,необязательное
46,,,Заключительный диагноз,необязательное
46,,,Клинические признаки,необязательное
46,,,Предварительный диагноз,необязательное
46,,,Рекомендации,необязательное
46,,,Симптомы,необязательное
46,,,Схема лечения,необязательное
47,Обработка ран,Хирургия,Анамнез,необязательное
47,,,Дата заболевания,необязательное
47,,,Заключительный диагноз,необязательное
47,,,Клинические признаки,необязательное
47,,,Предварительный диагноз,необязательное
47,,,Рекомендации,необязательное
47,,,Симптомы,необязательное
47,,,Схема лечения,необязательное
48,Перевязка ран,Хирургия,Анамнез,необязательное
48,,,Дата заболевания,необязательное
48,,,Заключительный диагноз,необязательное
48,,,Клинические признаки,необязательное
48,,,Предварительный диагноз,необязательное
48,,,Рекомендации,необязательное
48,,,Симптомы,необязательное
48,,,Схема лечения,необязательное
49,"Наблюдение за функциональными параметрами жизненно важных органов в ходе оперативных вмешательств или реанимационных мероприятий (ЭКГ, пульсоксиметрия, давление, температура) с интубацией, оксигенотерапией",Хирургия,Анамнез,необязательное
49,,,Дата заболевания,необязательное
49,,,Заключительный диагноз,необязательное
49,,,Клинические признаки,необязательное
49,,,Предварительный диагноз,необязательное
49,,,Рекомендации,необязательное
49,,,Симптомы,необязательное
49,,,Схема лечения,необязательное
50,Оперативное вмешательство а) 1-ой категории сложности,Хирургия,Анамнез,необязательное
50,,,Дата заболевания,необязательное
50,,,Заключительный диагноз,необязательное
50,,,Клинические признаки,необязательное
50,,,Предварительный диагноз,необязательное
50,,,Рекомендации,необязательное
50,,,Симптомы,необязательное
50,,,Схема лечения,необязательное
51,Оперативное вмешательство б) 2-ой категории сложности,Хирургия,Анамнез,необязательное
51,,,Дата заболевания,необязательное
51,,,Заключительный диагноз,необязательное
51,,,Клинические признаки,необязательное
51,,,Предварительный диагноз,необязательное
51,,,Рекомендации,необязательное
51,,,Симптомы,необязательное
51,,,Схема лечения,необязательное
52,Оперативное вмешательство в) 3-ей категории сложности,Хирургия,Анамнез,необязательное
52,,,Дата заболевания,необязательное
52,,,Заключительный диагноз,необязательное
52,,,Клинические признаки,необязательное
52,,,Предварительный диагноз,необязательное
52,,,Рекомендации,необязательное
52,,,Симптомы,необязательное
52,,,Схема лечения,необязательное
53,Оперативное вмешательство г) 4-ой категории сложности,Хирургия,Анамнез,необязательное
53,,,Дата заболевания,необязательное
53,,,Заключительный диагноз,необязательное
53,,,Клинические признаки,необязательное
53,,,Предварительный диагноз,необязательное
53,,,Рекомендации,необязательное
53,,,Симптомы,необязательное
53,,,Схема лечения,необязательное
54,Оперативное вмешательство д) 5-ой категории сложности,Хирургия,Анамнез,необязательное
54,,,Дата заболевания,необязательное
54,,,Заключительный диагноз,необязательное
54,,,Клинические признаки,необязательное
54,,,Предварительный диагноз,необязательное
54,,,Рекомендации,необязательное
54,,,Симптомы,необязательное
54,,,Схема лечения,необязательное
55,"Кастрация, стерилизация (оперативное вмешательство) - с/х ж-ые до 2-х месяцев, коты, самцы декоративных животных (хорьки, норки, морские свинки, лисы и другие животные)",Хирургия,Анамнез,необязательное
55,,,Дата заболевания,необязательное
55,,,Заключительный диагноз,необязательное
55,,,Клинические признаки,необязательное
55,,,Предварительный диагноз,необязательное
55,,,Рекомендации,необязательное
55,,,Симптомы,необязательное
55,,,Схема лечения,необязательное
56,"Кастрация, стерилизация (оперативное вмешательство) - кошки, самки декоративных животных (хорьки, норки, морские свинки, лисы и другие животные)",Хирургия,Анамнез,необязательное
56,,,Дата заболевания,необязательное
56,,,Заключительный диагноз,необязательное
56,,,Клинические признаки,необязательное
56,,,Предварительный диагноз,необязательное
56,,,Рекомендации,необязательное
56,,,Симптомы,необязательное
56,,,Схема лечения,необязательное
57,"Кастрация, стерилизация (оперативное вмешательство) - с/х животные от 2-х месяцев и кобели: до 5 кг",Хирургия,Анамнез,необязательное
57,,,Дата заболевания,необязательное
57,,,Заключительный диагноз,необязательное
57,,,Клинические признаки,необязательное
57,,,Предварительный диагноз,необязательное
57,,,Рекомендации,необязательное
57,,,Симптомы,необязательное
57,,,Схема лечения,необязательное
58,"Кастрация, стерилизация (оперативное вмешательство) - с/х животные от 2-х месяцев и кобели: свыше 5 кг до 15 кг",Хирургия,Анамнез,необязательное
58,,,Дата заболевания,необязательное
58,,,Заключительный диагноз,необязательное
58,,,Клинические признаки,необязательное
58,,,Предварительный диагноз,необязательное
58,,,Рекомендации,необязательное
58,,,Симптомы,необязательное
58,,,Схема лечения,необязательное
59,"Кастрация, стерилизация (оперативное вмешательство) - с/х животные от 2-х месяцев и кобели: свыше 15 кг",Хирургия,Анамнез,необязательное
59,,,Дата заболевания,необязательное
59,,,Заключительный диагноз,необязательное
59,,,Клинические признаки,необязательное
59,,,Предварительный диагноз,необязательное
59,,,Рекомендации,необязательное
59,,,Симптомы,необязательное
59,,,Схема лечения,необязательное
60,"Кастрация, стерилизация (оперативное вмешательство) - суки: до 5 кг",Хирургия,Анамнез,необязательное
60,,,Дата заболевания,необязательное
60,,,Заключительный диагноз,необязательное
60,,,Клинические признаки,необязательное
60,,,Предварительный диагноз,необязательное
60,,,Рекомендации,необязательное
60,,,Симптомы,необязательное
60,,,Схема лечения,необязательное
61,"Кастрация, стерилизация (оперативное вмешательство) - суки: свыше 5 кг до 15 кг",Хирургия,Анамнез,необязательное
61,,,Дата заболевания,необязательное
61,,,Заключительный диагноз,необязательное
61,,,Клинические признаки,необязательное
61,,,Предварительный диагноз,необязательное
61,,,Рекомендации,необязательное
61,,,Симптомы,необязательное
61,,,Схема лечения,необязательное
62,"Кастрация, стерилизация (оперативное вмешательство) - суки: свыше 15 кг до 25 кг",Хирургия,Анамнез,необязательное
62,,,Дата заболевания,необязательное
62,,,Заключительный диагноз,необязательное
62,,,Клинические признаки,необязательное
62,,,Предварительный диагноз,необязательное
62,,,Рекомендации,необязательное
62,,,Симптомы,необязательное
62,,,Схема лечения,необязательное
63,"Кастрация, стерилизация (оперативное вмешательство) - суки: свыше 25 кг",Хирургия,Анамнез,необязательное
63,,,Дата заболевания,необязательное
63,,,Заключительный диагноз,необязательное
63,,,Клинические признаки,необязательное
63,,,Предварительный диагноз,необязательное
63,,,Рекомендации,необязательное
63,,,Симптомы,необязательное
63,,,Схема лечения,необязательное
64,Ампутация рудиментарных фаланг у собак - до 2-х недельного возраста (с местным обезболиванием),Хирургия,Анамнез,необязательное
64,,,Дата заболевания,необязательное
64,,,Заключительный диагноз,необязательное
64,,,Клинические признаки,необязательное
64,,,Предварительный диагноз,необязательное
64,,,Рекомендации,необязательное
64,,,Симптомы,необязательное
64,,,Схема лечения,необязательное
65,Ампутация рудиментарных фаланг у собак - от 2-х до 4-х недельного возраста,Хирургия,Анамнез,необязательное
65,,,Дата заболевания,необязательное
65,,,Заключительный диагноз,необязательное
65,,,Клинические признаки,необязательное
65,,,Предварительный диагноз,необязательное
65,,,Рекомендации,необязательное
65,,,Симптомы,необязательное
65,,,Схема лечения,необязательное
66,Ампутация рудиментарных фаланг у собак - свыше 4-х недельного возраста,Хирургия,Анамнез,необязательное
66,,,Дата заболевания,необязательное
66,,,Заключительный диагноз,необязательное
66,,,Клинические признаки,необязательное
66,,,Предварительный диагноз,необязательное
66,,,Рекомендации,необязательное
66,,,Симптомы,необязательное
66,,,Схема лечения,необязательное
67,Ампутация хвоста у собак - до 10-ти дневного возраста (с местным обезболиванием),Хирургия,Анамнез,необязательное
67,,,Дата заболевания,необязательное
67,,,Заключительный диагноз,необязательное
67,,,Клинические признаки,необязательное
67,,,Предварительный диагноз,необязательное
67,,,Рекомендации,необязательное
67,,,Симптомы,необязательное
67,,,Схема лечения,необязательное
68,Ампутация хвоста у собак - от 10-ти дневного до 2-х месячного возраста,Хирургия,Анамнез,необязательное
68,,,Дата заболевания,необязательное
68,,,Заключительный диагноз,необязательное
68,,,Клинические признаки,необязательное
68,,,Предварительный диагноз,необязательное
68,,,Рекомендации,необязательное
68,,,Симптомы,необязательное
68,,,Схема лечения,необязательное
69,Ампутация хвоста у собак - свыше 2-х месячного возраста,Хирургия,Анамнез,необязательное
69,,,Дата заболевания,необязательное
69,,,Заключительный диагноз,необязательное
69,,,Клинические признаки,необязательное
69,,,Предварительный диагноз,необязательное
69,,,Рекомендации,необязательное
69,,,Симптомы,необязательное
69,,,Схема лечения,необязательное
70,Купирование ушных раковин у собак - до 10-ти дневного возраста (с местным обезболиванием),Хирургия,Анамнез,необязательное
70,,,Дата заболевания,необязательное
70,,,Заключительный диагноз,необязательное
70,,,Клинические признаки,необязательное
70,,,Предварительный диагноз,необязательное
70,,,Рекомендации,необязательное
70,,,Симптомы,необязательное
70,,,Схема лечения,необязательное
71,Купирование ушных раковин у собак - от 10-ти дневного до 3-х месячного возраста,Хирургия,Анамнез,необязательное
71,,,Дата заболевания,необязательное
71,,,Заключительный диагноз,необязательное
71,,,Клинические признаки,необязательное
71,,,Предварительный диагноз,необязательное
71,,,Рекомендации,необязательное
71,,,Симптомы,необязательное
71,,,Схема лечения,необязательное
72,Купирование ушных раковин у собак - свыше 3-х месячного возраста,Хирургия,Анамнез,необязательное
72,,,Дата заболевания,необязательное
72,,,Заключительный диагноз,необязательное
72,,,Клинические признаки,необязательное
72,,,Предварительный диагноз,необязательное
72,,,Рекомендации,необязательное
72,,,Симптомы,необязательное
72,,,Схема лечения,необязательное
73,"Удаление параанальных желез у декоративных животных (хорьки, норки и другие животные)",Хирургия,Анамнез,необязательное
73,,,Дата заболевания,необязательное
73,,,Заключительный диагноз,необязательное
73,,,Клинические признаки,необязательное
73,,,Предварительный диагноз,необязательное
73,,,Рекомендации,необязательное
73,,,Симптомы,необязательное
73,,,Схема лечения,необязательное
74,"Катетеризация мочевого пузыря - кошек, котов",Хирургия,Анамнез,необязательное
74,,,Дата заболевания,необязательное
74,,,Заключительный диагноз,необязательное
74,,,Клинические признаки,необязательное
74,,,Предварительный диагноз,необязательное
74,,,Рекомендации,необязательное
74,,,Симптомы,необязательное
74,,,Схема лечения,необязательное
75,"Катетеризация мочевого пузыря - сук, кобелей",Хирургия,Анамнез,необязательное
75,,,Дата заболевания,необязательное
75,,,Заключительный диагноз,необязательное
75,,,Клинические признаки,необязательное
75,,,Предварительный диагноз,необязательное
75,,,Рекомендации,необязательное
75,,,Симптомы,необязательное
75,,,Схема лечения,необязательное
76,"Санация мочевого пузыря, промывание полости матки",Хирургия,Анамнез,необязательное
76,,,Дата заболевания,необязательное
76,,,Заключительный диагноз,необязательное
76,,,Клинические признаки,необязательное
76,,,Предварительный диагноз,необязательное
76,,,Рекомендации,необязательное
76,,,Симптомы,необязательное
76,,,Схема лечения,необязательное
77,Блокады - инфильтрационная,Хирургия,Анамнез,необязательное
77,,,Дата заболевания,необязательное
77,,,Заключительный диагноз,необязательное
77,,,Клинические признаки,необязательное
77,,,Предварительный диагноз,необязательное
77,,,Рекомендации,необязательное
77,,,Симптомы,необязательное
77,,,Схема лечения,необязательное
78,"Блокады - проводниковая, нервного ганглия",Хирургия,Анамнез,необязательное
78,,,Дата заболевания,необязательное
78,,,Заключительный диагноз,необязательное
78,,,Клинические признаки,необязательное
78,,,Предварительный диагноз,необязательное
78,,,Рекомендации,необязательное
78,,,Симптомы,необязательное
78,,,Схема лечения,необязательное
79,Блокады - эпидуральная,Хирургия,Анамнез,необязательное
79,,,Дата заболевания,необязательное
79,,,Заключительный диагноз,необязательное
79,,,Клинические признаки,необязательное
79,,,Предварительный диагноз,необязательное
79,,,Рекомендации,необязательное
79,,,Симптомы,необязательное
79,,,Схема лечения,необязательное
80,Наложение гипсовой повязки (без репозиции) - мелкие породы собак и кошки,Хирургия,Анамнез,необязательное
80,,,Дата заболевания,необязательное
80,,,Заключительный диагноз,необязательное
80,,,Клинические признаки,необязательное
80,,,Предварительный диагноз,необязательное
80,,,Рекомендации,необязательное
80,,,Симптомы,необязательное
80,,,Схема лечения,необязательное
81,Наложение гипсовой повязки (без репозиции) - крупные породы собак,Хирургия,Анамнез,необязательное
81,,,Дата заболевания,необязательное
81,,,Заключительный диагноз,необязательное
81,,,Клинические признаки,необязательное
81,,,Предварительный диагноз,необязательное
81,,,Рекомендации,необязательное
81,,,Симптомы,необязательное
81,,,Схема лечения,необязательное
82,Снятие гипсовой повязки - мелкие породы собак и кошки,Хирургия,Анамнез,необязательное
82,,,Дата заболевания,необязательное
82,,,Заключительный диагноз,необязательное
82,,,Клинические признаки,необязательное
82,,,Предварительный диагноз,необязательное
82,,,Рекомендации,необязательное
82,,,Симптомы,необязательное
82,,,Схема лечения,необязательное
83,Снятие гипсовой повязки - крупные породы собак,Хирургия,Анамнез,необязательное
83,,,Дата заболевания,необязательное
83,,,Заключительный диагноз,необязательное
83,,,Клинические признаки,необязательное
83,,,Предварительный диагноз,необязательное
83,,,Рекомендации,необязательное
83,,,Симптомы,необязательное
83,,,Схема лечения,необязательное
84,Репозиция кости,Хирургия,Анамнез,необязательное
84,,,Дата заболевания,необязательное
84,,,Заключительный диагноз,необязательное
84,,,Клинические признаки,необязательное
84,,,Предварительный диагноз,необязательное
84,,,Рекомендации,необязательное
84,,,Симптомы,необязательное
84,,,Схема лечения,необязательное
85,Вправление вывиха,Хирургия,Анамнез,необязательное
85,,,Дата заболевания,необязательное
85,,,Заключительный диагноз,необязательное
85,,,Клинические признаки,необязательное
85,,,Предварительный диагноз,необязательное
85,,,Рекомендации,необязательное
85,,,Симптомы,необязательное
85,,,Схема лечения,необязательное
86,Пункция брюшной или грудной полости,Хирургия,Анамнез,необязательное
86,,,Дата заболевания,необязательное
86,,,Заключительный диагноз,необязательное
86,,,Клинические признаки,необязательное
86,,,Предварительный диагноз,необязательное
86,,,Рекомендации,необязательное
86,,,Симптомы,необязательное
86,,,Схема лечения,необязательное
87,Родовспоможение,Хирургия,Анамнез,необязательное
87,,,Дата заболевания,необязательное
87,,,Заключительный диагноз,необязательное
87,,,Клинические признаки,необязательное
87,,,Предварительный диагноз,необязательное
87,,,Рекомендации,необязательное
87,,,Симптомы,необязательное
87,,,Схема лечения,необязательное
88,Снятие швов,Хирургия,Анамнез,необязательное
88,,,Дата заболевания,необязательное
88,,,Заключительный диагноз,необязательное
88,,,Клинические признаки,необязательное
88,,,Предварительный диагноз,необязательное
88,,,Рекомендации,необязательное
88,,,Симптомы,необязательное
88,,,Схема лечения,необязательное
89,"Вскрытие абсцессов, гематом и т.д. - без установки дренажа",Хирургия,Анамнез,необязательное
89,,,Дата заболевания,необязательное
89,,,Заключительный диагноз,необязательное
89,,,Клинические признаки,необязательное
89,,,Предварительный диагноз,необязательное
89,,,Рекомендации,необязательное
89,,,Симптомы,необязательное
89,,,Схема лечения,необязательное
90,"Вскрытие абсцессов, гематом и т.д. - с установкой дренажа",Хирургия,Анамнез,необязательное
90,,,Дата заболевания,необязательное
90,,,Заключительный диагноз,необязательное
90,,,Клинические признаки,необязательное
90,,,Предварительный диагноз,необязательное
90,,,Рекомендации,необязательное
90,,,Симптомы,необязательное
90,,,Схема лечения,необязательное
91,Обработка послеоперационного шва,Хирургия,Анамнез,необязательное
91,,,Дата заболевания,необязательное
91,,,Заключительный диагноз,необязательное
91,,,Клинические признаки,необязательное
91,,,Предварительный диагноз,необязательное
91,,,Рекомендации,необязательное
91,,,Симптомы,необязательное
91,,,Схема лечения,необязательное
92,Снятие зубного камня,Стоматология,Анамнез,необязательное
92,,,Дата заболевания,необязательное
92,,,Заключительный диагноз,необязательное
92,,,Клинические признаки,необязательное
92,,,Предварительный диагноз,необязательное
92,,,Рекомендации,необязательное
92,,,Симптомы,необязательное
92,,,Схема лечения,необязательное
93,Удаление зубов - молочных у кошек,Стоматология,Анамнез,необязательное
93,,,Дата заболевания,необязательное
93,,,Заключительный диагноз,необязательное
93,,,Клинические признаки,необязательное
93,,,Предварительный диагноз,необязательное
93,,,Рекомендации,необязательное
93,,,Симптомы,необязательное
93,,,Схема лечения,необязательное
94,Удаление зубов - постоянных у кошек,Стоматология,Анамнез,необязательное
94,,,Дата заболевания,необязательное
94,,,Заключительный диагноз,необязательное
94,,,Клинические признаки,необязательное
94,,,Предварительный диагноз,необязательное
94,,,Рекомендации,необязательное
94,,,Симптомы,необязательное
94,,,Схема лечения,необязательное
95,"Удаление зубов - молочных и постоянных у собак, грызунов",Стоматология,Анамнез,необязательное
95,,,Дата заболевания,необязательное
95,,,Заключительный диагноз,необязательное
95,,,Клинические признаки,необязательное
95,,,Предварительный диагноз,необязательное
95,,,Рекомендации,необязательное
95,,,Симптомы,необязательное
95,,,Схема лечения,необязательное
96,Обрезка резцов у грызунов,Стоматология,Анамнез,необязательное
